movie_id,snapshot_date,popularity,vote_average,vote_count,revenue
424139,2026-01-01,3.749,6.50,4979,260396843
424139,2026-02-01,5.961,6.51,4997,260205008
424139,2026-03-01,6.503,6.56,5022,260573083
424139,2026-04-01,4.003,6.51,5033,259868126
424139,2026-05-01,1.751,6.51,5051,259660694
424694,2025-12-01,2.216,7.82,17367,908709542
424694,2026-01-01,3.237,7.86,17447,909365328
424694,2026-02-01,7.124,7.90,17527,910053903
424694,2026-03-01,9.456,7.88,17582,908769655
424694,2026-04-01,9.433,7.98,17688,911496631
424694,2026-05-01,4.972,7.93,17729,909152197
424783,2025-12-01,8.674,6.58,6494,468076691
424783,2026-01-01,8.804,6.62,6523,468349061
424783,2026-02-01,11.495,6.60,6543,467624613
424783,2026-03-01,11.465,6.71,6586,469309376
424783,2026-04-01,6.241,6.70,6606,468697245
424783,2026-05-01,2.732,6.68,6627,468031764
425909,2025-12-01,3.172,7.18,5051,204250706
425909,2026-01-01,13.888,7.25,5079,204656735
425909,2026-02-01,6.156,7.17,5086,203864303
425909,2026-03-01,5.199,7.28,5120,204615028
425909,2026-04-01,2.455,7.29,5139,204521801
425909,2026-05-01,1.551,7.31,5159,204515667
427641,2025-12-01,2.96,6.31,7392,427483781
427641,2026-01-01,4.594,6.29,7415,426887966
427641,2026-02-01,9.736,6.33,7449,427188442
427641,2026-03-01,13.962,6.41,7490,428138664
427641,2026-04-01,11.108,6.37,7509,427180737
427641,2026-05-01,6.251,6.41,7544,427504326
428045,2025-12-01,1.457,5.99,539,8689494
428045,2026-01-01,2.664,6.05,542,8704243
428045,2026-02-01,4.786,5.98,543,8672817
428045,2026-03-01,15.935,6.07,546,8697833
428045,2026-04-01,9.469,6.02,547,8671567
428045,2026-05-01,3.031,6.11,550,8694497
428078,2025-12-01,1.324,6.09,5052,83789806
428078,2026-01-01,2.817,6.09,5070,83719356
428078,2026-02-01,4.865,6.09,5090,83684130
428078,2026-03-01,5.386,6.11,5109,83658969
428078,2026-04-01,4.035,6.15,5133,83743007
428078,2026-05-01,2.132,6.26,5166,84045441
429197,2025-12-01,1.388,6.82,3524,75884485
429197,2026-01-01,1.867,6.90,3544,76071234
429197,2026-02-01,3.904,6.88,3555,75955258
429197,2026-03-01,6.031,6.94,3573,76078540
429197,2026-04-01,5.871,6.99,3590,76156162
429197,2026-05-01,3.263,6.95,3599,75974892
429351,2025-12-01,5.942,6.26,3133,67516782
429351,2026-01-01,6.075,6.30,3147,67565346
429351,2026-02-01,3.912,6.33,3160,67572631
429351,2026-03-01,1.652,6.31,3170,67471050
429351,2026-04-01,1.794,6.39,3188,67640217
429351,2026-05-01,3.462,6.29,3191,67320905
429617,2025-12-01,5.574,7.22,16601,1130120228
429617,2026-01-01,10.004,7.24,16666,1129889152
429617,2026-02-01,54.35,7.36,16781,1134571830
429617,2026-03-01,25.135,7.27,16800,1129610503
429617,2026-04-01,22.555,7.35,16895,1132369816
429617,2026-05-01,12.978,7.44,16995,1135570892
431693,2025-12-01,2.299,7.44,2919,171668249
431693,2026-01-01,9.515,7.45,2930,171606467
431693,2026-02-01,5.481,7.42,2938,171292408
431693,2026-03-01,4.501,7.44,2950,171244012
431693,2026-04-01,2.813,7.58,2972,172109991
431693,2026-05-01,1.239,7.51,2976,171454071
433288,2025-12-01,5.842,4.87,51,
433288,2026-01-01,3.657,4.86,51,
433288,2026-02-01,1.568,4.86,51,
433288,2026-03-01,3.018,4.88,51,
433288,2026-04-01,3.387,4.89,52,
433288,2026-05-01,6.075,5.01,52,
436270,2025-12-01,12.293,6.64,6882,392883179
436270,2026-01-01,8.525,6.72,6921,393799136
436270,2026-02-01,3.829,6.75,6951,393964386
436270,2026-03-01,3.582,6.72,6969,393100365
436270,2026-04-01,8.321,6.76,7001,393445029
436270,2026-05-01,13.419,6.81,7035,393891204
436969,2025-12-01,5.02,7.31,9388,168253790
436969,2026-01-01,3.653,7.37,9436,168509903
436969,2026-02-01,16.83,7.41,9479,168654662
436969,2026-03-01,14.077,7.41,9513,168526099
436969,2026-04-01,17.121,7.50,9568,168957341
436969,2026-05-01,19.895,7.43,9586,168409684
438148,2025-12-01,8.413,7.19,3939,941811513
438148,2026-01-01,4.303,7.17,3951,940260177
438148,2026-02-01,8.163,7.17,3965,939566307
438148,2026-03-01,16.32,7.22,3984,940638139
438148,2026-04-01,20.902,7.27,4003,941867926
438148,2026-05-01,14.743,7.21,4010,938517039
438631,2025-12-01,56.226,7.69,14650,410831125
438631,2026-01-01,12.371,7.67,14695,410202802
438631,2026-02-01,6.438,7.65,14737,409480847
438631,2026-03-01,12.989,7.68,14801,409653327
438631,2026-04-01,26.854,7.76,14885,410638932
438631,2026-05-01,34.832,7.83,14966,411491480
438650,2025-12-01,1.484,5.83,2753,76639844
438650,2026-01-01,1.532,5.75,2756,76325300
438650,2026-02-01,3.821,5.86,2774,76597660
438650,2026-03-01,12.354,5.85,2783,76499537
438650,2026-04-01,5.179,5.87,2794,76499079
438650,2026-05-01,2.752,5.79,2798,76190496
438695,2025-12-01,11.382,7.78,4688,409301988
438695,2026-01-01,14.56,7.80,4707,409316690
438695,2026-02-01,11.314,7.77,4720,408527656
438695,2026-03-01,6.407,7.84,4747,409444112
438695,2026-04-01,2.706,7.74,4749,407353907
438695,2026-05-01,5.739,7.88,4785,409395104
438799,2025-12-01,1.369,6.55,3068,41532870
438799,2026-01-01,2.524,6.61,3085,41613353
438799,2026-02-01,5.39,6.67,3101,41676340
438799,2026-03-01,7.368,6.73,3116,41741076
438799,2026-04-01,5.409,6.65,3120,41571362
438799,2026-05-01,3.414,6.79,3143,41776819
439079,2025-12-01,13.977,5.77,7015,365983955
439079,2026-01-01,11.939,5.76,7037,365423848
439079,2026-02-01,7.758,5.87,7083,366763711
439079,2026-03-01,3.542,5.89,7113,366840588
439079,2026-04-01,4.275,5.79,7118,365052640
439079,2026-05-01,9.686,5.85,7154,365619336
440471,2025-12-01,6.155,5.01,1526,17572993
440471,2026-01-01,5.32,5.04,1533,17581543
440471,2026-02-01,3.228,5.15,1543,17643187
440471,2026-03-01,1.424,5.10,1546,17595476
440471,2026-04-01,2.594,5.19,1555,17641393
440471,2026-05-01,4.384,5.07,1556,17540693
441130,2025-12-01,5.521,8.00,1364,1307354
441130,2026-01-01,5.651,8.15,1375,1314574
441130,2026-02-01,2.784,8.10,1377,1310523
441130,2026-03-01,1.298,8.10,1382,1309493
441130,2026-04-01,2.29,8.16,1390,1311750
441130,2026-05-01,4.788,8.19,1396,1312497
441282,2025-12-01,1.285,6.42,1053,1011425
441282,2026-01-01,2.664,6.42,1057,1010452
441282,2026-02-01,5.478,6.54,1064,1014500
441282,2026-03-01,5.843,6.50,1067,1012288
441282,2026-04-01,4.715,6.59,1073,1014956
441282,2026-05-01,2.181,6.58,1076,1013923
443791,2025-12-01,5.787,6.10,3406,40769601
443791,2026-01-01,3.987,6.13,3421,40791923
443791,2026-02-01,2.041,6.25,3444,40946460
443791,2026-03-01,1.491,6.16,3448,40768865
443791,2026-04-01,3.57,6.22,3465,40835340
443791,2026-05-01,6.521,6.32,3487,40971971
444000,2025-12-01,8.053,7.10,32,
444000,2026-01-01,4.999,7.06,32,
444000,2026-02-01,2.149,7.05,32,
444000,2026-03-01,1.888,7.07,33,
444000,2026-04-01,4.726,7.17,33,
444000,2026-05-01,7.302,7.15,33,
445571,2025-12-01,4.46,6.77,6183,117751995
445571,2026-01-01,1.879,6.75,6201,117537673
445571,2026-02-01,2.526,6.79,6230,117640604
445571,2026-03-01,5.39,6.79,6252,117558118
445571,2026-04-01,7.178,6.76,6268,117302201
445571,2026-05-01,7.072,6.82,6301,117518638
445651,2025-12-01,3.371,6.85,2866,41065114
445651,2026-01-01,1.651,6.95,2883,41188788
445651,2026-02-01,1.776,7.00,2897,41236677
445651,2026-03-01,3.756,6.97,2905,41156450
445651,2026-04-01,5.584,6.96,2915,41113250
445651,2026-05-01,5.877,7.03,2930,41189775
446893,2025-12-01,6.525,7.06,2221,49164763
446893,2026-01-01,6.688,7.09,2231,49185754
446893,2026-02-01,4.498,7.14,2241,49236312
446893,2026-03-01,2.251,7.25,2256,49418440
446893,2026-04-01,1.971,7.19,2260,49264696
446893,2026-05-01,4.2,7.17,2267,49181320
447277,2025-12-01,3.571,6.11,3248,568071209
447277,2026-01-01,3.029,6.24,3271,570593514
447277,2026-02-01,5.95,6.17,3276,568501847
447277,2026-03-01,11.317,6.27,3296,570224397
447277,2026-04-01,12.183,6.27,3308,569892874
447277,2026-05-01,8.707,6.30,3322,570056926
447332,2025-12-01,15.793,7.26,15031,340820276
447332,2026-01-01,14.33,7.36,15125,341904514
447332,2026-02-01,7.474,7.38,15186,341879965
447332,2026-03-01,3.28,7.29,15202,340349757
447332,2026-04-01,5.774,7.28,15253,339987663
447332,2026-05-01,11.992,7.33,15328,340433632
447365,2025-12-01,7.015,7.85,8219,847031404
447365,2026-01-01,4.248,7.80,8236,844515047
447365,2026-02-01,17.774,7.82,8270,844611440
447365,2026-03-01,18.039,7.91,8320,847026330
447365,2026-04-01,20.389,7.93,8354,847056770
447365,2026-05-01,15.261,7.98,8392,847761959
447404,2025-12-01,3.799,6.75,7194,449474483
447404,2026-01-01,7.623,6.76,7221,449282756
447404,2026-02-01,11.029,6.85,7265,450649148
447404,2026-03-01,22.392,6.88,7297,450808471
447404,2026-04-01,4.657,6.84,7313,449628405
447404,2026-05-01,2.347,6.88,7348,450149578
448119,2025-12-01,6.817,6.42,3790,250814788
448119,2026-01-01,5.777,6.53,3814,251689697
448119,2026-02-01,2.932,6.59,3833,252071338
448119,2026-03-01,1.572,6.50,3839,251042566
448119,2026-04-01,3.799,6.63,3865,252092457
448119,2026-05-01,6.396,6.58,3874,251454376
449176,2025-12-01,7.403,7.91,6134,66472663
449176,2026-01-01,4.674,7.92,6158,66457145
449176,2026-02-01,1.749,7.82,6163,66128481
449176,2026-03-01,2.151,7.97,6209,66469480
449176,2026-04-01,4.488,7.93,6225,66312708
449176,2026-05-01,7.471,8.01,6260,66471867
449443,2025-12-01,6.741,6.72,3337,80328475
449443,2026-01-01,6.439,6.73,3349,80272441
449443,2026-02-01,7.281,6.78,3365,80372434
449443,2026-03-01,5.205,6.82,3381,80430401
449443,2026-04-01,2.423,6.85,3395,80468079
449443,2026-05-01,1.999,6.92,3414,80652607
449562,2025-12-01,2.174,6.02,2639,97194291
449562,2026-01-01,4.974,6.14,2657,97579995
449562,2026-02-01,6.424,6.16,2668,97602202
449562,2026-03-01,5.428,6.20,2680,97660642
449562,2026-04-01,2.397,6.08,2681,97134098
449562,2026-05-01,1.296,6.16,2696,97361430
449992,2025-12-01,6.077,6.82,795,
449992,2026-01-01,6.841,6.83,798,
449992,2026-02-01,5.238,6.87,802,
449992,2026-03-01,2.384,6.85,804,
449992,2026-04-01,1.661,6.94,809,
449992,2026-05-01,3.497,6.95,812,
450465,2025-12-01,7.854,6.53,8889,246824164
450465,2026-01-01,6.572,6.54,8923,246729316
450465,2026-02-01,3.968,6.65,8980,247560715
450465,2026-03-01,1.698,6.58,8994,246662626
450465,2026-04-01,3.26,6.69,9055,247634815
450465,2026-05-01,6.041,6.64,9073,246884925
451048,2025-12-01,5.517,7.19,6049,221023305
451048,2026-01-01,7.35,7.24,6079,221310903
451048,2026-02-01,6.092,7.26,6104,221330783
451048,2026-03-01,3.001,7.23,6120,220865590
451048,2026-04-01,3.553,7.28,6150,221121380
451048,2026-05-01,2.961,7.34,6182,221509704
452832,2025-12-01,4.493,5.30,1595,14476945
452832,2026-01-01,3.06,5.35,1603,14494606
452832,2026-02-01,7.353,5.45,1613,14542804
452832,2026-03-01,11.307,5.36,1615,14477032
452832,2026-04-01,12.345,5.35,1620,14460328
452832,2026-05-01,9.138,5.38,1627,14463025
453395,2025-12-01,5.525,7.07,10144,954365079
453395,2026-01-01,12.811,7.15,10201,956446759
453395,2026-02-01,16.802,7.12,10228,954496976
453395,2026-03-01,17.538,7.24,10300,958637397
453395,2026-04-01,10.117,7.26,10340,958499765
453395,2026-05-01,4.446,7.26,10376,957668240
453405,2025-12-01,1.587,6.14,5351,173492414
453405,2026-01-01,1.373,6.09,5362,172983454
453405,2026-02-01,3.742,6.25,5404,173953496
453405,2026-03-01,4.907,6.13,5406,172995944
453405,2026-04-01,5.458,6.22,5438,173463271
453405,2026-05-01,3.625,6.25,5462,173571516
454527,2025-12-01,5.248,6.51,1145,2656927
454527,2026-01-01,2.654,6.51,1149,2654492
454527,2026-02-01,1.26,6.47,1152,2648587
454527,2026-03-01,2.222,6.46,1156,2645356
454527,2026-04-01,9.116,6.53,1162,2650258
454527,2026-05-01,6.554,6.63,1169,2658582
454626,2025-12-01,13.18,7.15,10168,319562219
454626,2026-01-01,8.251,7.14,10203,319262966
454626,2026-02-01,10.118,7.25,10269,320400514
454626,2026-03-01,6.708,7.19,10286,319272557
454626,2026-04-01,8.829,7.27,10346,320089750
454626,2026-05-01,22.01,7.21,10366,319082646
454640,2025-12-01,9.707,6.93,1847,137513431
454640,2026-01-01,11.124,7.07,1861,138184754
454640,2026-02-01,5.921,6.97,1862,137505991
454640,2026-03-01,2.788,7.03,1872,137757323
454640,2026-04-01,3.004,7.05,1879,137715159
454640,2026-05-01,7.142,7.11,1889,137962358
454983,2025-12-01,2.959,6.98,7274,
454983,2026-01-01,2.176,7.08,7321,
454983,2026-02-01,4.579,7.08,7347,
454983,2026-03-01,7.416,7.03,7363,
454983,2026-04-01,8.54,7.06,7395,
454983,2026-05-01,14.969,7.15,7438,
458156,2025-12-01,14.611,7.35,11536,329236453
458156,2026-01-01,11.418,7.36,11582,329183260
458156,2026-02-01,5.34,7.33,11612,328448413
458156,2026-03-01,3.011,7.36,11663,328641483
458156,2026-04-01,5.508,7.32,11692,327851473
458156,2026-05-01,11.218,7.39,11755,328507516
458305,2025-12-01,3.924,5.98,2518,488811
458305,2026-01-01,6.288,5.94,2524,487652
458305,2026-02-01,7.237,5.99,2537,488223
458305,2026-03-01,7.71,5.93,2542,486712
458305,2026-04-01,2.586,6.09,2561,489338
458305,2026-05-01,1.763,6.08,2569,488700
458576,2025-12-01,5.285,6.46,3504,42265569
458576,2026-01-01,4.746,6.44,3514,42195270
458576,2026-02-01,2.618,6.39,3522,42077430
458576,2026-03-01,1.246,6.46,3541,42165683
458576,2026-04-01,1.44,6.45,3552,42105752
458576,2026-05-01,8.324,6.53,3573,42219799
458723,2025-12-01,3.597,6.79,7908,255634873
458723,2026-01-01,6.329,6.82,7944,255788515
458723,2026-02-01,7.785,6.93,7994,256656597
458723,2026-03-01,5.506,6.94,8026,256618186
458723,2026-04-01,2.342,6.90,8044,255939085
458723,2026-05-01,1.849,6.99,8092,256645842
458897,2025-12-01,6.753,6.27,3087,73304510
458897,2026-01-01,4.844,6.22,3094,73117207
458897,2026-02-01,2.42,6.24,3107,73111051
458897,2026-03-01,1.367,6.27,3120,73142268
458897,2026-04-01,2.729,6.29,3133,73146665
458897,2026-05-01,14.407,6.41,3154,73431138
459151,2025-12-01,1.909,7.11,2622,146322654
459151,2026-01-01,11.172,7.24,2641,146956593
459151,2026-02-01,8.314,7.24,2650,146840371
459151,2026-03-01,8.629,7.19,2656,146437995
459151,2026-04-01,6.658,7.24,2669,146632580
459151,2026-05-01,7.471,7.30,2683,146865905
460458,2025-12-01,1.849,5.78,2643,41909634
460458,2026-01-01,3.039,5.75,2650,41830163
460458,2026-02-01,6.163,5.77,2661,41837959
460458,2026-03-01,8.275,5.82,2674,41885742
460458,2026-04-01,12.764,5.83,2684,41861096
460458,2026-05-01,4.011,5.93,2701,41997655
460465,2025-12-01,16.613,6.87,6665,84389559
460465,2026-01-01,10.641,6.89,6692,84389052
460465,2026-02-01,22.564,6.89,6716,84315602
460465,2026-03-01,30.877,6.87,6737,84200107
460465,2026-04-01,33.538,7.01,6786,84597247
460465,2026-05-01,20.374,7.05,6816,84664619
460555,2025-12-01,6.205,7.36,426,580866810
460555,2026-01-01,6.934,7.34,428,579952627
460555,2026-02-01,4.879,7.30,429,578631754
460555,2026-03-01,2.301,7.30,430,578086024
460555,2026-04-01,1.557,7.41,433,580178566
460555,2026-05-01,3.03,7.37,434,578958496
463272,2025-12-01,5.658,6.19,2714,159136630
463272,2026-01-01,11.753,6.17,2723,158901032
463272,2026-02-01,8.159,6.19,2734,158900079
463272,2026-03-01,1.88,6.22,2746,158993554
463272,2026-04-01,1.518,6.28,2759,159199583
463272,2026-05-01,3.029,6.21,2764,158651127
464052,2025-12-01,4.357,6.18,8852,169218416
464052,2026-01-01,8.082,6.27,8904,169663110
464052,2026-02-01,8.571,6.27,8936,169552191
464052,2026-03-01,5.96,6.29,8971,169524716
464052,2026-04-01,2.548,6.26,8996,169182800
464052,2026-05-01,2.142,6.35,9050,169686515
466272,2025-12-01,24.199,7.29,14548,393708992
466272,2026-01-01,17.113,7.30,14603,393510482
466272,2026-02-01,15.686,7.30,14655,393200900
466272,2026-03-01,10.368,7.39,14741,394271438
466272,2026-04-01,4.516,7.39,14795,394042206
466272,2026-05-01,4.958,7.33,14822,392756615
466282,2025-12-01,7.596,7.41,8499,
466282,2026-01-01,6.459,7.44,8537,
466282,2026-02-01,6.515,7.53,8589,
466282,2026-03-01,3.583,7.51,8614,
466282,2026-04-01,1.517,7.49,8638,
466282,2026-05-01,2.339,7.59,8693,
466420,2025-12-01,17.331,7.25,4058,158546417
466420,2026-01-01,10.983,7.29,4077,158662602
466420,2026-02-01,7.945,7.27,4089,158404519
466420,2026-03-01,3.985,7.31,4107,158500705
466420,2026-04-01,2.521,7.38,4130,158852117
466420,2026-05-01,4.586,7.31,4137,158273097
467244,2025-12-01,5.905,6.93,2577,52715569
467244,2026-01-01,7.458,6.97,2590,52767358
467244,2026-02-01,5.387,6.92,2595,52615779
467244,2026-03-01,2.852,6.98,2608,52686832
467244,2026-04-01,1.384,6.91,2613,52514410
467244,2026-05-01,3.146,7.05,2631,52753148
473033,2025-12-01,5.349,7.04,5278,50000069
473033,2026-01-01,2.484,7.07,5302,50024981
473033,2026-02-01,1.859,7.06,5319,49966453
473033,2026-03-01,4.55,7.15,5350,50097915
473033,2026-04-01,7.146,7.12,5365,49994366
473033,2026-05-01,8.519,7.22,5398,50154042
474350,2025-12-01,13.228,6.73,9428,473233865
474350,2026-01-01,13.291,6.73,9462,472873345
474350,2026-02-01,9.721,6.82,9519,474306908
474350,2026-03-01,3.669,6.72,9526,471908174
474350,2026-04-01,3.345,6.74,9567,472081337
474350,2026-05-01,7.705,6.78,9609,472322630
475557,2025-12-01,19.283,7.98,27148,1078252990
475557,2026-01-01,15.018,7.99,27250,1077657405
475557,2026-02-01,7.349,7.98,27342,1076563341
475557,2026-03-01,4.271,8.06,27492,1078816206
475557,2026-04-01,8.635,8.11,27624,1080039746
475557,2026-05-01,16.215,8.11,27722,1079256422
476669,2025-12-01,7.911,6.56,4959,125738092
476669,2026-01-01,4.637,6.62,4984,125931470
476669,2026-02-01,2.095,6.61,5001,125811364
476669,2026-03-01,3.691,6.72,5034,126273660
476669,2026-04-01,7.213,6.69,5047,126000210
476669,2026-05-01,23.246,6.73,5070,126079526
479455,2025-12-01,3.576,5.76,5249,253671339
479455,2026-01-01,2.516,5.73,5264,253212813
479455,2026-02-01,2.289,5.79,5291,253633256
479455,2026-03-01,4.862,5.81,5312,253560135
479455,2026-04-01,6.84,5.83,5334,253616499
479455,2026-05-01,6.707,5.92,5365,254262397
480414,2025-12-01,6.633,5.55,2618,123355740
480414,2026-01-01,5.475,5.55,2627,123235218
480414,2026-02-01,2.764,5.52,2634,122971251
480414,2026-03-01,1.385,5.57,2647,123129483
480414,2026-04-01,2.54,5.66,2663,123493269
480414,2026-05-01,5.112,5.67,2673,123416371
480530,2025-12-01,2.449,6.88,5677,214237271
480530,2026-01-01,2.289,6.95,5707,214611264
480530,2026-02-01,4.769,6.91,5721,214072765
480530,2026-03-01,18.109,6.96,5749,214379928
480530,2026-04-01,8.164,6.96,5770,214212852
480530,2026-05-01,5.044,6.93,5784,213738613
480681,2025-12-01,3.339,5.32,60,
480681,2026-01-01,2.838,5.27,60,
480681,2026-02-01,1.922,5.31,60,
480681,2026-03-01,4.212,5.34,60,
480681,2026-04-01,9.698,5.29,60,
480681,2026-05-01,4.769,5.28,61,
481084,2025-12-01,4.195,6.54,2441,204844259
481084,2026-01-01,1.674,6.48,2446,204202870
481084,2026-02-01,1.689,6.45,2452,203785906
481084,2026-03-01,3.939,6.49,2464,204009104
481084,2026-04-01,5.828,6.49,2473,203860714
481084,2026-05-01,6.696,6.64,2491,204845485
481848,2025-12-01,4.962,7.35,3858,111060555
481848,2026-01-01,2.677,7.43,3880,111325434
481848,2026-02-01,1.526,7.46,3896,111361462
481848,2026-03-01,5.207,7.40,3905,111043208
481848,2026-04-01,5.492,7.46,3924,111178650
481848,2026-05-01,6.776,7.49,3942,111262050
483906,2025-12-01,6.869,6.27,2450,
483906,2026-01-01,3.024,6.24,2457,
483906,2026-02-01,2.101,6.29,2469,
483906,2026-03-01,4.522,6.31,2479,
483906,2026-04-01,7.691,6.30,2487,
483906,2026-05-01,9.957,6.42,2504,
484641,2025-12-01,7.346,6.63,2949,31671193
484641,2026-01-01,6.934,6.59,2956,31592252
484641,2026-02-01,7.617,6.58,2966,31557146
484641,2026-03-01,2.03,6.63,2980,31587128
484641,2026-04-01,1.877,6.66,2993,31595857
484641,2026-05-01,4.29,6.68,3006,31605155
488143,2025-12-01,2.961,7.27,28,
488143,2026-01-01,6.251,7.26,28,
488143,2026-02-01,12.699,7.40,29,
488143,2026-03-01,28.105,7.36,29,
488143,2026-04-01,8.69,7.33,29,
488143,2026-05-01,4.039,7.35,29,
490132,2025-12-01,4.184,8.10,12626,321615589
490132,2026-01-01,8.803,8.10,12670,321335665
490132,2026-02-01,17.262,8.19,12747,322293200
490132,2026-03-01,19.897,8.23,12803,322461155
490132,2026-04-01,12.274,8.12,12812,320824078
490132,2026-05-01,5.918,8.15,12868,320978519
491584,2025-12-01,4.98,7.23,1781,6585225
491584,2026-01-01,2.45,7.22,1787,6576880
491584,2026-02-01,1.431,7.32,1798,6597682
491584,2026-03-01,2.547,7.29,1803,6585462
491584,2026-04-01,11.007,7.34,1812,6592501
491584,2026-05-01,5.784,7.28,1815,6572926
492998,2025-12-01,11.197,6.39,186,2269560
492998,2026-01-01,6.193,6.31,186,2260175
492998,2026-02-01,2.903,6.37,187,2263779
492998,2026-03-01,3.257,6.45,188,2269940
492998,2026-04-01,6.552,6.39,188,2262351
492998,2026-05-01,11.234,6.49,189,2269301
493529,2025-12-01,5.794,7.28,4589,208624728
493529,2026-01-01,3.027,7.28,4604,208412364
493529,2026-02-01,5.867,7.29,4623,208391128
493529,2026-03-01,11.753,7.34,4645,208654709
493529,2026-04-01,12.983,7.28,4654,207981390
493529,2026-05-01,11.167,7.36,4680,208479821
493922,2025-12-01,13.29,7.23,8456,87982683
493922,2026-01-01,16.286,7.20,8480,87809900
493922,2026-02-01,13.981,7.24,8517,87854676
493922,2026-03-01,6.867,7.19,8537,87618680
493922,2026-04-01,3.677,7.28,8588,87872587
493922,2026-05-01,5.873,7.25,8611,87699277
495764,2025-12-01,9.13,6.82,10596,205880770
495764,2026-01-01,10.304,6.87,10647,206120016
495764,2026-02-01,7.125,6.88,10687,206016425
495764,2026-03-01,3.217,6.88,10726,205891869
495764,2026-04-01,4.016,6.82,10747,205235792
495764,2026-05-01,8.621,6.84,10788,205172898
496243,2025-12-01,19.398,8.33,20257,257030741
496243,2026-01-01,37.266,8.44,20390,257987437
496243,2026-02-01,37.347,8.40,20441,257375399
496243,2026-03-01,26.061,8.42,20523,257361489
496243,2026-04-01,11.89,8.43,20604,257318214
496243,2026-05-01,9.467,8.49,20707,257684509
496450,2025-12-01,2.816,7.55,940,40323827
496450,2026-01-01,2.928,7.51,942,40230945
496450,2026-02-01,5.813,7.45,944,40093916
496450,2026-03-01,9.168,7.50,948,40146267
496450,2026-04-01,9.793,7.59,954,40263997
496450,2026-05-01,5.86,7.59,957,40218159
497582,2025-12-01,2.382,7.08,6426,
497582,2026-01-01,3.451,7.17,6466,
497582,2026-02-01,7.53,7.20,6492,
497582,2026-03-01,10.827,7.22,6519,
497582,2026-04-01,8.829,7.14,6529,
497582,2026-05-01,5.883,7.25,6571,
497698,2025-12-01,4.597,6.98,10993,378728081
497698,2026-01-01,3.32,7.09,11065,380086071
497698,2026-02-01,6.424,7.04,11088,378944540
497698,2026-03-01,13.158,7.15,11162,380421012
497698,2026-04-01,14.033,7.12,11190,379575686
497698,2026-05-01,11.601,7.22,11261,380869878
499191,2025-12-01,3.682,6.34,55,
499191,2026-01-01,2.649,6.38,55,
499191,2026-02-01,6.373,6.47,55,
499191,2026-03-01,8.112,6.39,55,
499191,2026-04-01,8.528,6.50,56,
499191,2026-05-01,9.137,6.46,56,
499546,2025-12-01,8.959,5.21,115,
499546,2026-01-01,19.886,5.27,116,
499546,2026-02-01,30.529,5.38,116,
499546,2026-03-01,23.001,5.28,116,
499546,2026-04-01,13.894,5.35,117,
499546,2026-05-01,6.645,5.40,118,
499726,2025-12-01,5.606,5.57,582,1099446
499726,2026-01-01,4.854,5.63,585,1101379
499726,2026-02-01,2.372,5.60,586,1099221
499726,2026-03-01,1.141,5.58,588,1097334
499726,2026-04-01,6.141,5.72,592,1102594
499726,2026-05-01,4.784,5.72,594,1101973
500664,2025-12-01,5.763,7.36,4928,16953235
500664,2026-01-01,7.181,7.41,4953,16974931
500664,2026-02-01,6.039,7.49,4982,17020564
500664,2026-03-01,2.552,7.40,4986,16940299
500664,2026-04-01,1.525,7.44,5010,16957819
500664,2026-05-01,3.027,7.44,5028,16944781
501170,2025-12-01,2.296,7.00,4782,72291909
501170,2026-01-01,1.305,7.01,4801,72263679
501170,2026-02-01,2.608,7.01,4818,72222419
501170,2026-03-01,4.786,7.02,4836,72184634
501170,2026-04-01,6.853,7.18,4873,72579423
501170,2026-05-01,4.556,7.08,4878,72251952
501190,2025-12-01,4.399,5.68,27,
501190,2026-01-01,6.299,5.69,27,
501190,2026-02-01,6.03,5.73,28,
501190,2026-03-01,3.268,5.69,28,
501190,2026-04-01,1.629,5.79,28,
501190,2026-05-01,1.978,5.77,28,
501929,2025-12-01,1.774,7.74,3304,
501929,2026-01-01,3.532,7.70,3312,
501929,2026-02-01,6.746,7.77,3330,
501929,2026-03-01,8.218,7.85,3349,
501929,2026-04-01,5.486,7.80,3356,
501929,2026-05-01,2.438,7.77,3365,
502235,2025-12-01,2.921,5.46,12,
502235,2026-01-01,7.042,5.55,12,
502235,2026-02-01,9.206,5.49,12,
502235,2026-03-01,9.349,5.58,12,
502235,2026-04-01,4.799,5.49,12,
502235,2026-05-01,2.085,5.49,12,
502356,2025-12-01,10.154,7.45,10562,1358920068
502356,2026-01-01,19.233,7.44,10595,1356878749
502356,2026-02-01,27.587,7.54,10661,1361353321
502356,2026-03-01,24.236,7.61,10718,1363909053
502356,2026-04-01,11.648,7.55,10741,1359997885
502356,2026-05-01,6.342,7.64,10803,1363517120
503736,2025-12-01,1.351,6.09,4332,190785815
503736,2026-01-01,1.912,6.09,4348,190658809
503736,2026-02-01,4.264,6.15,4369,190911677
503736,2026-03-01,5.188,6.07,4376,190181677
503736,2026-04-01,7.641,6.09,4393,190179389
503736,2026-05-01,3.07,6.22,4424,190987194
503919,2025-12-01,5.363,7.29,5431,18216443
503919,2026-01-01,3.026,7.38,5464,18267943
503919,2026-02-01,1.742,7.46,5495,18315498
503919,2026-03-01,2.807,7.35,5499,18220826
503919,2026-04-01,5.398,7.37,5520,18216223
503919,2026-05-01,7.541,7.47,5555,18280215
504056,2025-12-01,10.741,7.39,277,
504056,2026-01-01,9.995,7.44,278,
504056,2026-02-01,5.964,7.49,280,
